ano_compra;nome_instituicao;esfera;cnpj_instituicao;municipio_instituicao;uf;compra;insercao;codigo_br;descricao_catmat;unidade_fornecimento;generico;anvisa;modalidade_compra;tipo_compra;capacidade;unidade_medida;unidade_fornecimento_capacidade;cnpj_fornecedor;fornecedor;cnpj_fabricante;fabricante;qtd_itens_comprados;preco_unitario;preco_total;ano_arquivo;ano_parcial;esfera_original;ano;secao;posicao;registro_parquet_1_base;criterio_ordenacao;valor_criterio;valor_total_grupo;registros_grupo;participacao_total_2025_pct;total_2025;diferenca_preco_total;observacao;chave_agrupamento;identificador_grupo;nomes_observados_json;unidades_observadas_json;medida;valor_medida
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_instituicoes;10.0;;soma(preco_total);54877612.1700;54877612.1700;703.0;0.157103359321115373384393806338044315904943559932643046540821;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_instituicao;07.242.772/0001-89;"[""CONSORCIO INTERMUNICIPAL DE SERVICOS DO VALE DO TAQUARI""]";"[""FRASCO"", ""AMPOLA"", ""COMPRIMIDO"", ""CÁPSULA"", ""FLACONETE"", ""DRÁGEA"", ""FRASCO-AMPOLA"", ""UNIDADE"", ""SACHÊ"", ""BISNAGA"", ""GRAMA"", ""SERINGA"", ""CONJUNTO"", ""BLISTER"", ""EMBALAGEM"", ""BOLSA"", ""ENVELOPE"", ""SUPOSITÓRIO"", ""TUBETE"", ""POTE"", ""LITRO""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;1.0;;soma(preco_total);22842729971.0400;22842729971.0400;8.0;65.3940554738154250695305483923024416224625980509934749746614;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;11.697.594/0003-10;"[""AGILLE COMERCIO DE MEDICAMENTOS LTDA""]";"[""FRASCO"", ""CÁPSULA"", ""COMPRIMIDO""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;2.0;;soma(preco_total);3750381437.8980;3750381437.8980;49.0;10.7365736104572721088661755832216266662104656837280310717524;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;27.817.504/0001-55;"[""SP HOSPITALAR LTDA""]";"[""FRASCO"", ""BOLSA"", ""COMPRIMIDO"", ""FRASCO-AMPOLA"", ""AMPOLA"", ""TUBETE"", ""UNIDADE"", ""CÁPSULA"", ""SERINGA"", ""BISNAGA""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;3.0;;soma(preco_total);1105301458.2200;1105301458.2200;61.0;3.16425160065213259147952192571094262013179819628344307241590;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;60.318.797/0001-00;"[""ASTRAZENECA DO BRASIL LTDA.""]";"[""COMPRIMIDO"", ""CÁPSULA"", ""FRASCO"", ""SERINGA"", ""SACHÊ""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;4.0;;soma(preco_total);369923258.5600;369923258.5600;81.0;1.05901449266336670377154371530759214950811072986906109930523;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;04.307.650/0012-98;"[""ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.""]";"[""FRASCO"", ""COMPRIMIDO"", ""FRASCO-AMPOLA"", ""SERINGA"", ""ENVELOPE"", ""TUBETE"", ""CÁPSULA"", ""UNIDADE"", ""EMBALAGEM""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;5.0;;soma(preco_total);313749037.9400;313749037.9400;66.0;0.898199209022583096240745901766448496993003958154280003426273;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;51.780.468/0002-68;"[""JANSSEN-CILAG FARMACEUTICA LTDA""]";"[""COMPRIMIDO"", ""SERINGA"", ""FRASCO"", ""CÁPSULA"", ""FRASCO-AMPOLA""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;6.0;;soma(preco_total);300025141.3570;300025141.3570;48.0;0.858910505106570919784948566655665922104042139920572120567778;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;09.944.371/0003-68;"[""SULMEDIC COMERCIO DE MEDICAMENTOS LTDA""]";"[""FRASCO"", ""COMPRIMIDO"", ""CÁPSULA"", ""FRASCO-AMPOLA"", ""DRÁGEA""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;7.0;;soma(preco_total);222025267.9000;222025267.9000;42.0;0.635612849429498107524501726717622364086679335348799276360679;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;33.009.945/0002-04;"[""PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A""]";"[""FRASCO"", ""FRASCO-AMPOLA"", ""COMPRIMIDO"", ""SERINGA"", ""CÁPSULA"", ""AMPOLA""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;8.0;;soma(preco_total);212852417.9700;212852417.9700;225.0;0.609352859579953274453989493649367066500440363603427586764131;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;05.782.733/0001-49;"[""CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.""]";"[""CÁPSULA"", ""COMPRIMIDO"", ""FRASCO"", ""BISNAGA"", ""EMBALAGEM"", ""SACHÊ"", ""FRASCO-AMPOLA"", ""SERINGA"", ""UNIDADE""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;9.0;;soma(preco_total);211414023.0200;211414023.0200;12.0;0.605235029562577578906420692427454846100820970020725059743868;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;33.247.743/0044-50;"[""GLAXOSMITHKLINE BRASIL LTDA""]";"[""FRASCO-AMPOLA"", ""CÁPSULA"", ""COMPRIMIDO"", ""SERINGA"", ""EMBALAGEM""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;maiores_fornecedores;10.0;;soma(preco_total);184259868.7300;184259868.7300;19.0;0.527498249666476707727229425960518931477545581977308824250889;34930896708.4730;;"Agrupamento por identificador, sem padronizar nomes; nulos não excluídos.";cnpj_fornecedor;10.588.595/0013-35;"[""SANOFI MEDLEY FARMACEUTICA LTDA""]";"[""SERINGA"", ""FRASCO"", ""TUBETE"", ""FRASCO-AMPOLA""]";;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;registros_2025;26214
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;total_2025;34930896708.4730
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;valor_maior_registro;22816000000.0000
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;participacao_maior_registro_pct;65.3175330436497080397353791315446572151244579821007133640993
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;valor_top10_registros;27857542542.5000
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;participacao_top10_registros_pct;79.7504363400517729306027614217817317719542935952237169556449
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;valor_restante_sem_maior_apenas_diagnostico;12114896708.4730
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;registros_reconciliados;26214
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;divergencias_acima_tolerancia;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;diferencas_nao_zero;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;maior_diferenca_absoluta;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025;resumo_validacao;;;;;;;;34930896708.4730;;Concentração não comprova erro, sobrepreço ou irregularidade.;;;;;tolerancia_reais;0.01
