ano,arquivo,encoding,evidencia_encoding,separador,linhas_fisicas_vazias,sha256_csv,numero_registros,numero_colunas,nomes_colunas_originais,politica_nulos,quantidade_colunas_vazias,colunas_completamente_vazias,campos_data_validos,campo_data_referencia,data_minima,data_maxima,limites_por_campo_data,periodo_parcial,observacao_periodo,quantidade_colunas_comuns
2020,dados/brutos/2020/2020.csv,utf-8,"Compativel com UTF-8; validacao estrita de todos os bytes, sem BOM.",;,0,896942e73d9194beb0964b7c99f4083ed035ee989e68372f65e90e7c6d4c779a,84819,25,"[""ano_compra"",""nome_instituicao"",""esfera"",""cnpj_instituicao"",""municipio_instituicao"",""uf"",""compra"",""insercao"",""codigo_br"",""descricao_catmat"",""unidade_fornecimento"",""generico"",""anvisa"",""modalidade_compra"",""tipo_compra"",""capacidade"",""unidade_medida"",""unidade_fornecimento_capacidade"",""cnpj_fornecedor"",""fornecedor"",""cnpj_fabricante"",""fabricante"",""qtd_itens_comprados"",""preco_unitario"",""preco_total""]",Campo CSV vazio; espacos e marcadores textuais preservados.,0,[],"[""compra"",""insercao""]",compra,2020-01-01 00:00:00,2020-12-31 00:00:00,"[{""nome_coluna_original"":""compra"",""data_minima"":""2020-01-01 00:00:00"",""data_maxima"":""2020-12-31 00:00:00"",""datas_validas"":84819,""valores_nao_vazios_invalidos_como_data"":0},{""nome_coluna_original"":""insercao"",""data_minima"":""2020-01-02 00:00:00"",""data_maxima"":""2025-10-04 00:00:00"",""datas_validas"":84819,""valores_nao_vazios_invalidos_como_data"":0}]",False,Limites observados nao comprovam completude de cobertura.,25
2021,dados/brutos/2021/2021.csv,utf-8,"Compativel com UTF-8; validacao estrita de todos os bytes, sem BOM.",;,0,54d2c6c52b8ec4b0148bbe39da4763d36c1ab2bedd995e2bfc85c00e927ce7a7,83622,25,"[""ano_compra"",""nome_instituicao"",""esfera"",""cnpj_instituicao"",""municipio_instituicao"",""uf"",""compra"",""insercao"",""codigo_br"",""descricao_catmat"",""unidade_fornecimento"",""generico"",""anvisa"",""modalidade_compra"",""tipo_compra"",""capacidade"",""unidade_medida"",""unidade_fornecimento_capacidade"",""cnpj_fornecedor"",""fornecedor"",""cnpj_fabricante"",""fabricante"",""qtd_itens_comprados"",""preco_unitario"",""preco_total""]",Campo CSV vazio; espacos e marcadores textuais preservados.,0,[],"[""compra"",""insercao""]",compra,2021-01-01 00:00:00,2021-12-31 00:00:00,"[{""nome_coluna_original"":""compra"",""data_minima"":""2021-01-01 00:00:00"",""data_maxima"":""2021-12-31 00:00:00"",""datas_validas"":83622,""valores_nao_vazios_invalidos_como_data"":0},{""nome_coluna_original"":""insercao"",""data_minima"":""2021-01-08 00:00:00"",""data_maxima"":""2026-03-04 00:00:00"",""datas_validas"":83622,""valores_nao_vazios_invalidos_como_data"":0}]",False,Limites observados nao comprovam completude de cobertura.,25
2022,dados/brutos/2022/2022.csv,utf-8,"Compativel com UTF-8; validacao estrita de todos os bytes, sem BOM.",;,0,07189e3bcca0a332df4aa51bc3f73f4d1f581db91a11c955347ed99c63368ab0,88991,25,"[""ano_compra"",""nome_instituicao"",""esfera"",""cnpj_instituicao"",""municipio_instituicao"",""uf"",""compra"",""insercao"",""codigo_br"",""descricao_catmat"",""unidade_fornecimento"",""generico"",""anvisa"",""modalidade_compra"",""tipo_compra"",""capacidade"",""unidade_medida"",""unidade_fornecimento_capacidade"",""cnpj_fornecedor"",""fornecedor"",""cnpj_fabricante"",""fabricante"",""qtd_itens_comprados"",""preco_unitario"",""preco_total""]",Campo CSV vazio; espacos e marcadores textuais preservados.,0,[],"[""compra"",""insercao""]",compra,2022-01-01 00:00:00,2022-12-30 00:00:00,"[{""nome_coluna_original"":""compra"",""data_minima"":""2022-01-01 00:00:00"",""data_maxima"":""2022-12-30 00:00:00"",""datas_validas"":88991,""valores_nao_vazios_invalidos_como_data"":0},{""nome_coluna_original"":""insercao"",""data_minima"":""2022-01-03 00:00:00"",""data_maxima"":""2026-02-24 00:00:00"",""datas_validas"":88871,""valores_nao_vazios_invalidos_como_data"":0}]",False,Limites observados nao comprovam completude de cobertura.,25
2023,dados/brutos/2023/2023.csv,utf-8,"Compativel com UTF-8; validacao estrita de todos os bytes, sem BOM.",;,0,faad0ab5b293fc263520cad7d799af1165b8a5455adcf9281a44e24156fb2a6d,31992,25,"[""ano_compra"",""nome_instituicao"",""esfera"",""cnpj_instituicao"",""municipio_instituicao"",""uf"",""compra"",""insercao"",""codigo_br"",""descricao_catmat"",""unidade_fornecimento"",""generico"",""anvisa"",""modalidade_compra"",""tipo_compra"",""capacidade"",""unidade_medida"",""unidade_fornecimento_capacidade"",""cnpj_fornecedor"",""fornecedor"",""cnpj_fabricante"",""fabricante"",""qtd_itens_comprados"",""preco_unitario"",""preco_total""]",Campo CSV vazio; espacos e marcadores textuais preservados.,0,[],"[""compra"",""insercao""]",compra,2023-01-01 00:00:00,2023-12-30 00:00:00,"[{""nome_coluna_original"":""compra"",""data_minima"":""2023-01-01 00:00:00"",""data_maxima"":""2023-12-30 00:00:00"",""datas_validas"":31992,""valores_nao_vazios_invalidos_como_data"":0},{""nome_coluna_original"":""insercao"",""data_minima"":""2022-01-03 00:00:00"",""data_maxima"":""2026-03-13 00:00:00"",""datas_validas"":31276,""valores_nao_vazios_invalidos_como_data"":0}]",False,Limites observados nao comprovam completude de cobertura.,25
2024,dados/brutos/2024/2024.csv,utf-8,"Compativel com UTF-8; validacao estrita de todos os bytes, sem BOM.",;,0,081b2994551d4902c936bef6682d891358ee0b5dd847de3c7ee31a00495808db,26258,25,"[""ano_compra"",""nome_instituicao"",""esfera"",""cnpj_instituicao"",""municipio_instituicao"",""uf"",""compra"",""insercao"",""codigo_br"",""descricao_catmat"",""unidade_fornecimento"",""generico"",""anvisa"",""modalidade_compra"",""tipo_compra"",""capacidade"",""unidade_medida"",""unidade_fornecimento_capacidade"",""cnpj_fornecedor"",""fornecedor"",""cnpj_fabricante"",""fabricante"",""qtd_itens_comprados"",""preco_unitario"",""preco_total""]",Campo CSV vazio; espacos e marcadores textuais preservados.,0,[],"[""compra"",""insercao""]",compra,2024-01-01 00:00:00,2024-12-30 00:00:00,"[{""nome_coluna_original"":""compra"",""data_minima"":""2024-01-01 00:00:00"",""data_maxima"":""2024-12-30 00:00:00"",""datas_validas"":26258,""valores_nao_vazios_invalidos_como_data"":0},{""nome_coluna_original"":""insercao"",""data_minima"":""2021-01-04 00:00:00"",""data_maxima"":""2026-03-13 00:00:00"",""datas_validas"":24966,""valores_nao_vazios_invalidos_como_data"":0}]",False,Limites observados nao comprovam completude de cobertura.,25
2025,dados/brutos/2025/2025.csv,utf-8,"Compativel com UTF-8; validacao estrita de todos os bytes, sem BOM.",;,0,e3843eeb4169528bba9f1c700c309e98b857114ead3b5b5e2bfea9960e960977,26215,25,"[""ano_compra"",""nome_instituicao"",""esfera"",""cnpj_instituicao"",""municipio_instituicao"",""uf"",""compra"",""insercao"",""codigo_br"",""descricao_catmat"",""unidade_fornecimento"",""generico"",""anvisa"",""modalidade_compra"",""tipo_compra"",""capacidade"",""unidade_medida"",""unidade_fornecimento_capacidade"",""cnpj_fornecedor"",""fornecedor"",""cnpj_fabricante"",""fabricante"",""qtd_itens_comprados"",""preco_unitario"",""preco_total""]",Campo CSV vazio; espacos e marcadores textuais preservados.,0,[],"[""compra"",""insercao""]",compra,2025-01-01 00:00:00,2025-12-30 00:00:00,"[{""nome_coluna_original"":""compra"",""data_minima"":""2025-01-01 00:00:00"",""data_maxima"":""2025-12-30 00:00:00"",""datas_validas"":26215,""valores_nao_vazios_invalidos_como_data"":0},{""nome_coluna_original"":""insercao"",""data_minima"":""2025-03-14 00:00:00"",""data_maxima"":""2026-03-13 00:00:00"",""datas_validas"":26215,""valores_nao_vazios_invalidos_como_data"":0}]",False,Limites observados nao comprovam completude de cobertura.,25
2026,dados/brutos/2026/2026.csv,utf-8,"Compativel com UTF-8; validacao estrita de todos os bytes, sem BOM.",;,0,32586763852ea2affbedab9e0e761187f3139e1f647cdc21b10092696adc5fe0,819,25,"[""ano_compra"",""nome_instituicao"",""esfera"",""cnpj_instituicao"",""municipio_instituicao"",""uf"",""compra"",""insercao"",""codigo_br"",""descricao_catmat"",""unidade_fornecimento"",""generico"",""anvisa"",""modalidade_compra"",""tipo_compra"",""capacidade"",""unidade_medida"",""unidade_fornecimento_capacidade"",""cnpj_fornecedor"",""fornecedor"",""cnpj_fabricante"",""fabricante"",""qtd_itens_comprados"",""preco_unitario"",""preco_total""]",Campo CSV vazio; espacos e marcadores textuais preservados.,0,[],"[""compra"",""insercao""]",compra,2026-01-06 00:00:00,2026-03-05 00:00:00,"[{""nome_coluna_original"":""compra"",""data_minima"":""2026-01-06 00:00:00"",""data_maxima"":""2026-03-05 00:00:00"",""datas_validas"":819,""valores_nao_vazios_invalidos_como_data"":0},{""nome_coluna_original"":""insercao"",""data_minima"":""2026-01-21 00:00:00"",""data_maxima"":""2026-03-13 00:00:00"",""datas_validas"":819,""valores_nao_vazios_invalidos_como_data"":0}]",True,"Base parcial. Periodo informado pelo solicitante: ate agosto de 2026. Parcialidade e caracteristica do periodo, nao erro. As datas observadas sao reportadas separadamente, sem presumir cobertura mensal.",25
