ano,posicao_coluna,nome_coluna_original,tipo_inferido,criterio_tipo,dtype_leitura,quantidade_nulos,percentual_nulos,completamente_vazia,quantidade_apenas_espacos,marcadores_textuais_nao_convertidos,valores_inteiros_com_zero_inicial,possivel_campo_data,datas_validas,valores_nao_vazios_invalidos_como_data,data_minima,data_maxima,formatos_data_validos
2020,1,ano_compra,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,2,nome_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,3,esfera,misto (numero/texto),Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,4,cnpj_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,5,municipio_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,6,uf,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,7,compra,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,84819,0,2020-01-01 00:00:00,2020-12-31 00:00:00,"[""%d/%m/%Y""]"
2020,8,insercao,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,84819,0,2020-01-02 00:00:00,2025-10-04 00:00:00,"[""%d/%m/%Y""]"
2020,9,codigo_br,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,10,descricao_catmat,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,11,unidade_fornecimento,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,6,0.0071,False,0,0,0,False,0,0,,,[]
2020,12,generico,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,47684,56.2185,False,0,0,0,False,0,0,,,[]
2020,13,anvisa,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,47684,56.2185,False,0,0,0,False,0,0,,,[]
2020,14,modalidade_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,15,tipo_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,16,capacidade,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,53437,63.0012,False,0,0,0,False,0,0,,,[]
2020,17,unidade_medida,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,53437,63.0012,False,0,0,0,False,0,0,,,[]
2020,18,unidade_fornecimento_capacidade,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,6,0.0071,False,0,0,0,False,0,0,,,[]
2020,19,cnpj_fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,20,fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,21,cnpj_fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,22,fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,23,qtd_itens_comprados,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,24,preco_unitario,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2020,25,preco_total,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,1,ano_compra,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,2,nome_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,8,0.0096,False,0,0,0,False,0,0,,,[]
2021,3,esfera,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,4,cnpj_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,5,municipio_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,6,uf,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,7,compra,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,83622,0,2021-01-01 00:00:00,2021-12-31 00:00:00,"[""%d/%m/%Y""]"
2021,8,insercao,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,83622,0,2021-01-08 00:00:00,2026-03-04 00:00:00,"[""%d/%m/%Y""]"
2021,9,codigo_br,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,10,descricao_catmat,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,11,unidade_fornecimento,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,4,0.0048,False,0,0,0,False,0,0,,,[]
2021,12,generico,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,45199,54.0516,False,0,0,0,False,0,0,,,[]
2021,13,anvisa,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,45199,54.0516,False,0,0,0,False,0,0,,,[]
2021,14,modalidade_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,15,tipo_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,16,capacidade,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,53401,63.86,False,0,0,0,False,0,0,,,[]
2021,17,unidade_medida,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,53401,63.86,False,0,0,0,False,0,0,,,[]
2021,18,unidade_fornecimento_capacidade,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,4,0.0048,False,0,0,0,False,0,0,,,[]
2021,19,cnpj_fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,20,fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,21,cnpj_fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,22,fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,23,qtd_itens_comprados,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,24,preco_unitario,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2021,25,preco_total,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,1,ano_compra,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,2,nome_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,3,esfera,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,4,cnpj_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,5,municipio_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,6,uf,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,7,compra,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,88991,0,2022-01-01 00:00:00,2022-12-30 00:00:00,"[""%d/%m/%Y""]"
2022,8,insercao,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,120,0.1348,False,0,0,0,True,88871,0,2022-01-03 00:00:00,2026-02-24 00:00:00,"[""%d/%m/%Y""]"
2022,9,codigo_br,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,10,descricao_catmat,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,11,unidade_fornecimento,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,4,0.0045,False,0,0,0,False,0,0,,,[]
2022,12,generico,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,49013,55.0764,False,0,0,0,False,0,0,,,[]
2022,13,anvisa,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,49013,55.0764,False,0,0,0,False,0,0,,,[]
2022,14,modalidade_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,15,tipo_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,16,capacidade,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,57645,64.7762,False,0,0,0,False,0,0,,,[]
2022,17,unidade_medida,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,57645,64.7762,False,0,0,0,False,0,0,,,[]
2022,18,unidade_fornecimento_capacidade,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,4,0.0045,False,0,0,0,False,0,0,,,[]
2022,19,cnpj_fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,20,fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,21,cnpj_fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,22,fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,23,qtd_itens_comprados,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,24,preco_unitario,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2022,25,preco_total,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,1,ano_compra,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,2,nome_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,13,0.0406,False,0,0,0,False,0,0,,,[]
2023,3,esfera,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,4,cnpj_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,5,municipio_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,6,uf,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,7,compra,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,31992,0,2023-01-01 00:00:00,2023-12-30 00:00:00,"[""%d/%m/%Y""]"
2023,8,insercao,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,716,2.2381,False,0,0,0,True,31276,0,2022-01-03 00:00:00,2026-03-13 00:00:00,"[""%d/%m/%Y""]"
2023,9,codigo_br,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,10,descricao_catmat,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,11,unidade_fornecimento,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,12,generico,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,14587,45.5958,False,0,0,0,False,0,0,,,[]
2023,13,anvisa,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,14587,45.5958,False,0,0,0,False,0,0,,,[]
2023,14,modalidade_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,15,tipo_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,16,capacidade,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,19821,61.9561,False,0,0,0,False,0,0,,,[]
2023,17,unidade_medida,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,19821,61.9561,False,0,0,0,False,0,0,,,[]
2023,18,unidade_fornecimento_capacidade,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,19,cnpj_fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,20,fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,21,cnpj_fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,22,fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,23,qtd_itens_comprados,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,24,preco_unitario,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2023,25,preco_total,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,1,ano_compra,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,2,nome_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,77,0.2932,False,0,0,0,False,0,0,,,[]
2024,3,esfera,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,4,cnpj_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,5,municipio_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,6,uf,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,7,compra,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,26258,0,2024-01-01 00:00:00,2024-12-30 00:00:00,"[""%d/%m/%Y""]"
2024,8,insercao,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,1292,4.9204,False,0,0,0,True,24966,0,2021-01-04 00:00:00,2026-03-13 00:00:00,"[""%d/%m/%Y""]"
2024,9,codigo_br,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,10,descricao_catmat,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,11,unidade_fornecimento,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,3,0.0114,False,0,0,0,False,0,0,,,[]
2024,12,generico,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,8674,33.0337,False,0,0,0,False,0,0,,,[]
2024,13,anvisa,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,8674,33.0337,False,0,0,0,False,0,0,,,[]
2024,14,modalidade_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,15,tipo_compra,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,16,capacidade,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,16708,63.6301,False,0,0,0,False,0,0,,,[]
2024,17,unidade_medida,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,16708,63.6301,False,0,0,0,False,0,0,,,[]
2024,18,unidade_fornecimento_capacidade,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,3,0.0114,False,0,0,0,False,0,0,,,[]
2024,19,cnpj_fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,20,fornecedor,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,21,cnpj_fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,22,fabricante,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,23,qtd_itens_comprados,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,24,preco_unitario,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2024,25,preco_total,decimal,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2025,1,ano_compra,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2025,2,nome_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,59,0.2251,False,0,0,0,False,0,0,,,[]
2025,3,esfera,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2025,4,cnpj_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2025,5,municipio_instituicao,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2025,6,uf,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2025,7,compra,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,26215,0,2025-01-01 00:00:00,2025-12-30 00:00:00,"[""%d/%m/%Y""]"
2025,8,insercao,data,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,True,26215,0,2025-03-14 00:00:00,2026-03-13 00:00:00,"[""%d/%m/%Y""]"
2025,9,codigo_br,inteiro,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2025,10,descricao_catmat,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,0,0.0,False,0,0,0,False,0,0,,,[]
2025,11,unidade_fornecimento,texto,Inferencia lexical em todos os valores nao vazios; sem conversao da base.,object,8,0.0305,False,0,0,0,False,0,0,,,[]
